2018-11-20 00:00,59.413809,17.8463454,34
2018-11-20 00:01,59.41381091,17.84634485,34
2018-11-20 00:02,59.41381227,17.84634457,34
2018-11-20 00:04,59.4138147,17.8463429,34
2018-11-20 00:05,59.4138154,17.8463421,34
2018-11-20 00:06,59.4138155,17.8463417,34
2018-11-20 00:07,59.4138158,17.8463405,34
2018-11-20 00:08,59.41381568,17.84634088,34
2018-11-20 00:09,59.41381496,17.84634088,34
2018-11-20 00:10,59.41381506,17.84634023,34
2018-11-20 00:11,59.41381511,17.84633986,34
2018-11-20 00:12,59.41381618,17.8463395,34
2018-11-20 00:13,59.41381621,17.84633938,34
2018-11-20 00:14,59.41381658,17.84633891,34
2018-11-20 00:15,59.41381683,17.84633719,34
2018-11-20 00:16,59.41382022,17.84633538,34
2018-11-20 00:17,59.41382327,17.84633411,34
2018-11-20 00:18,59.41382411,17.84633334,34
2018-11-20 00:19,59.41382631,17.84633246,34
2018-11-20 00:20,59.41382667,17.84633321,34
2018-11-20 00:21,59.41382797,17.84633238,34
2018-11-20 00:22,59.41382799,17.84633153,34
2018-11-20 00:23,59.41382808,17.84633116,34
2018-11-20 00:24,59.41382773,17.84633094,34
2018-11-20 00:25,59.41382817,17.84633064,34
2018-11-20 00:26,59.41382786,17.84633043,34
2018-11-20 00:27,59.4137409,17.8463667,34
2018-11-20 00:28,59.41382717,17.84633155,34
2018-11-20 00:29,59.4138266,17.846332,34
2018-11-20 00:30,59.4138263,17.8463327,34
2018-11-20 00:31,59.4138301,17.8463309,34
2018-11-20 00:32,59.41383467,17.84632888,34
2018-11-20 00:33,59.4138397,17.8463272,34
2018-11-20 00:34,59.41384504,17.84632599,34
2018-11-20 00:35,59.41384461,17.84632655,34
2018-11-20 00:36,59.41384386,17.84632725,34
2018-11-20 00:37,59.41384274,17.8463285,34
2018-11-20 00:38,59.41384206,17.84632901,34
2018-11-20 00:39,59.41383928,17.84632407,34
2018-11-20 00:40,59.4138342,17.84628543,34
2018-11-20 00:41,59.41383399,17.8462847,34
2018-11-20 00:42,59.41383148,17.84628615,34
2018-11-20 00:43,59.41382814,17.84628777,34
2018-11-20 00:44,59.41380609,17.84629746,34
2018-11-20 00:45,59.41379317,17.84634215,34
2018-11-20 00:46,59.4137927,17.8463385,34
2018-11-20 00:47,59.41379312,17.84633871,34
